Program Code,Account Owner,Location Account Number,Account ID (18 char),Combined,Location: Account Name,SAP Account Name 2,Location Address,SAP Customer Group 5 Desc,Approval Status,SAP Sales Office Desc,Approval Date,Active Account,Marketing Solution: Marketing Solutions,Primary Industry,SAP Sales Group Desc
DRIVE2024,Chris Propson,0000678154,0013700000ASEJEAA5,"CAR-X TIRE AND AUTO7424 S STONEY ISLAND AVE, CHICAGO, IL 60649 US",CAR-X TIRE AND AUTO,,"7424 S STONEY ISLAND AVE, CHICAGO, IL 60649 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,MIDWEST
DRIVE2024,Chris Propson,0000513938,0013700000ASC8IAAX,"TIRE CHOICE AUTO SERVICE CENTERS1914 RICHARDSON RD, ARNOLD, MO 63010 US",TIRE CHOICE AUTO SERVICE CENTERS,,"1914 RICHARDSON RD, ARNOLD, MO 63010 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:57 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,MIDWEST
DRIVE2024,Chris Propson,0000325539,0013700000AS551AAD,"TIRE CHOICE AUTO SERVICE CENTERS11711 BAPTIST CHURCH RD, SAINT LOUIS, MO 63128-1312 US",TIRE CHOICE AUTO SERVICE CENTERS,,"11711 BAPTIST CHURCH RD, SAINT LOUIS, MO 63128-1312 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:57 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,MIDWEST
DRIVE2024,Chris Propson,0000325537,0013700000AS57FAAT,"TIRE CHOICE AUTO SERVICE CENTERS215 GREINER DR, WATERLOO, IL 62298 US",TIRE CHOICE AUTO SERVICE CENTERS,,"215 GREINER DR, WATERLOO, IL 62298 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,MIDWEST
DRIVE2024,Chris Propson,0000472684,0013700000ASFpBAAX,"TIRE CHOICE AUTO SERVICE CENTERS3205 HAMPTON AVE, SAINT LOUIS, MO 63139-2325 US",TIRE CHOICE AUTO SERVICE CENTERS,,"3205 HAMPTON AVE, SAINT LOUIS, MO 63139-2325 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,MIDWEST
DRIVE2024,Chris Propson,0000059485,0013700000AS7mTAAT,"TIRE CHOICE AUTO SERVICE CENTERS17401 CHESTERFIELD AIRPORT RD, CHESTERFIELD, MO 63005 US",TIRE CHOICE AUTO SERVICE CENTERS,,"17401 CHESTERFIELD AIRPORT RD, CHESTERFIELD, MO 63005 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,MIDWEST
DRIVE2024,Chris Propson,0000472683,0013700000ASFEWAA5,"TIRE CHOICE AUTO SERVICE CENTERS6796 HIGHWAY N, SAINT CHARLES, MO 63304 US",TIRE CHOICE AUTO SERVICE CENTERS,,"6796 HIGHWAY N, SAINT CHARLES, MO 63304 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,MIDWEST
DRIVE2024,Chris Propson,0000047560,0013700000ASBIuAAP,"MONRO AUTO SERVICE AND TIRE CENTERS133 W MAIN ST, LE ROY, NY 14482 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"133 W MAIN ST, LE ROY, NY 14482 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047600,0013700000ASBCZAA5,"MONRO AUTO SERVICE AND TIRE CENTERS2444 STATE ROUTE 414, WATERLOO, NY 13165 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"2444 STATE ROUTE 414, WATERLOO, NY 13165 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000046922,0013700000ASAaxAAH,"MONRO AUTO SERVICE AND TIRE CENTERS999 RIDGE RD E, ROCHESTER, NY 14621 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"999 RIDGE RD E, ROCHESTER, NY 14621 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047122,0013700000ASAVOAA5,"MONRO AUTO SERVICE AND TIRE CENTERS451 MEMORIAL DR, CHICOPEE, MA 01020 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"451 MEMORIAL DR, CHICOPEE, MA 01020 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047256,0013700000ASAPwAAP,"MONRO AUTO SERVICE AND TIRE CENTERS211 STATE RD, NORTH ADAMS, MA 01247 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"211 STATE RD, NORTH ADAMS, MA 01247 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047156,0013700000ASAP9AAP,"MONRO AUTO SERVICE AND TIRE CENTERS37 SMITHFIELD BLVD, PLATTSBURGH, NY 12901 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"37 SMITHFIELD BLVD, PLATTSBURGH, NY 12901 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047154,0013700000ASAP7AAP,"MONRO AUTO SERVICE AND TIRE CENTERS512 COLUMBIA TPKE, EAST GREENBUSH, NY 12061 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"512 COLUMBIA TPKE, EAST GREENBUSH, NY 12061 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047066,0013700000ASALOAA5,"MONRO AUTO SERVICE AND TIRE CENTERS364 W MORRIS ST, BATH, NY 14810 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"364 W MORRIS ST, BATH, NY 14810 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047061,0013700000ASALJAA5,"MONRO AUTO SERVICE AND TIRE CENTERS60 FAIRVIEW AVE, HUDSON, NY 12534 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"60 FAIRVIEW AVE, HUDSON, NY 12534 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000046999,0013700000ASALHAA5,"MONRO AUTO SERVICE AND TIRE CENTERS108 GRANT AVE, AUBURN, NY 13021 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"108 GRANT AVE, AUBURN, NY 13021 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000535480,0013700000ASAGGAA5,"MONRO AUTO SERVICE AND TIRE CENTERS297 MOUNT LEBANON BLVD, CASTLE SHANNON, PA 15234-1242 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"297 MOUNT LEBANON BLVD, CASTLE SHANNON, PA 15234-1242 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000535479,0013700000ASAGFAA5,"MONRO AUTO SERVICE AND TIRE CENTERS331 COCHRAN RD, PITTSBURGH, PA 15228-1231 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"331 COCHRAN RD, PITTSBURGH, PA 15228-1231 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047953,0013700000ASAE8AAP,"MONRO AUTO SERVICE AND TIRE CENTERS1813 LINCOLN HWY, NORTH VERSAILLES, PA 15137 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"1813 LINCOLN HWY, NORTH VERSAILLES, PA 15137 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047902,0013700000ASADoAAP,"MONRO AUTO SERVICE AND TIRE CENTERS2175 NOBLESTOWN RD, CRAFTON, PA 15205 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"2175 NOBLESTOWN RD, CRAFTON, PA 15205 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000046991,0013700000ASAC0AAP,"MONRO AUTO SERVICE AND TIRE CENTERS2410 CORNING RD, ELMIRA, NY 14903 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"2410 CORNING RD, ELMIRA, NY 14903 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047071,0013700000ASAAQAA5,"MONRO AUTO SERVICE AND TIRE CENTERS10380 BENNETT RD, FREDONIA, NY 14063 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"10380 BENNETT RD, FREDONIA, NY 14063 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047944,0013700000ASA69AAH,"MONRO AUTO SERVICE AND TIRE CENTERS1769 LYTER DR, JOHNSTOWN, PA 15905 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"1769 LYTER DR, JOHNSTOWN, PA 15905 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000535448,0013700000AS9wGAAT,"MONRO AUTO SERVICE AND TIRE CENTERS10551 PERRY HWY, WEXFORD, PA 15090-9203 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"10551 PERRY HWY, WEXFORD, PA 15090-9203 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047951,0013700000AS9vbAAD,"MONRO AUTO SERVICE AND TIRE CENTERS580 CLAIRTON BLVD ROU 51, PLEASANT HILLS, PA 15236 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"580 CLAIRTON BLVD ROU 51, PLEASANT HILLS, PA 15236 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047275,0013700000AS9hEAAT,"MONRO AUTO SERVICE AND TIRE CENTERS41 LAKE AVENUE EXTENSION, DANBURY, CT 06811 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"41 LAKE AVENUE EXTENSION, DANBURY, CT 06811 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047274,0013700000AS9hDAAT,"MONRO AUTO SERVICE AND TIRE CENTERS4692 BROADWAY, ALLENTOWN, PA 18104 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"4692 BROADWAY, ALLENTOWN, PA 18104 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047085,0013700000AS9fWAAT,"MONRO AUTO SERVICE AND TIRE CENTERS1205 ERIE BLVD E, SYRACUSE, NY 13210 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"1205 ERIE BLVD E, SYRACUSE, NY 13210 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047863,0013700000AS9aYAAT,"MONRO AUTO SERVICE AND TIRE CENTERS10 ANCHOR RD, ELIZABETHTOWN, PA 17022 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"10 ANCHOR RD, ELIZABETHTOWN, PA 17022 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047222,0013700000AS9XFAA1,"MONRO AUTO SERVICE AND TIRE CENTERS88 GROVE ST, MASSENA, NY 13662 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"88 GROVE ST, MASSENA, NY 13662 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047272,0013700000AS9XEAA1,"MONRO AUTO SERVICE AND TIRE CENTERS918 N COLONY RD, WALLINGFORD, CT 06492 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"918 N COLONY RD, WALLINGFORD, CT 06492 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047221,0013700000AS9XDAA1,"MONRO AUTO SERVICE AND TIRE CENTERS2055 NINE MILE POINT ROAD, PENFIELD, NY 14526 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"2055 NINE MILE POINT ROAD, PENFIELD, NY 14526 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047881,0013700000AS9PuAAL,"MONRO AUTO SERVICE AND TIRE CENTERS514 PITTSFIELD RD, LENOX, MA 01240 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"514 PITTSFIELD RD, LENOX, MA 01240 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047877,0013700000AS9PqAAL,"MONRO AUTO SERVICE AND TIRE CENTERS5607 STATE HIGHWAY 12, NORWICH, NY 13815 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"5607 STATE HIGHWAY 12, NORWICH, NY 13815 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047874,0013700000AS9PnAAL,"MONRO AUTO SERVICE AND TIRE CENTERS651 E BROAD STREET ROUTE 113, SOUDERTON, PA 18964 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"651 E BROAD STREET ROUTE 113, SOUDERTON, PA 18964 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047873,0013700000AS9PmAAL,"MONRO AUTO SERVICE AND TIRE CENTERS705 VALLEY FORGE RD, LANSDALE, PA 19446 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"705 VALLEY FORGE RD, LANSDALE, PA 19446 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047074,0013700000AS9LSAA1,"MONRO AUTO SERVICE AND TIRE CENTERS5598 CAMP RD, HAMBURG, NY 14075 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"5598 CAMP RD, HAMBURG, NY 14075 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047827,0013700000AS9H6AAL,"MONRO AUTO SERVICE AND TIRE CENTERS78 BROOKSIDE AVENUE SUITE 155 (CHES, CHESTER, NY 10918 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"78 BROOKSIDE AVENUE SUITE 155 (CHES, CHESTER, NY 10918 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047826,0013700000AS9H5AAL,"MONRO AUTO SERVICE AND TIRE CENTERS556 BOSTON POST ROAD, GUILFORD, CT 06437 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"556 BOSTON POST ROAD, GUILFORD, CT 06437 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000046986,0013700000AS9ECAA1,"MONRO AUTO SERVICE AND TIRE CENTERS5710 S TRANSIT RD, LOCKPORT, NY 14094 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"5710 S TRANSIT RD, LOCKPORT, NY 14094 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000046956,0013700000AS93QAAT,"MONRO AUTO SERVICE AND TIRE CENTERS35 HOWARD RD, ROCHESTER, NY 14606 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"35 HOWARD RD, ROCHESTER, NY 14606 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047772,0013700000AS7fjAAD,"MONRO AUTO SERVICE AND TIRE CENTERS445 QUEEN ST, SOUTHINGTON, CT 06489 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"445 QUEEN ST, SOUTHINGTON, CT 06489 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047805,0013700000AS7LHAA1,"MONRO AUTO SERVICE AND TIRE CENTERS235 E MAIN ST, NEWARK, DE 19711 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"235 E MAIN ST, NEWARK, DE 19711 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047776,0013700000AS7KkAAL,"MONRO AUTO SERVICE AND TIRE CENTERS3334 BERLIN TPKE, NEWINGTON, CT 06111 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"3334 BERLIN TPKE, NEWINGTON, CT 06111 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047778,0013700000AS71VAAT,"MONRO AUTO SERVICE AND TIRE CENTERS615 HARTFORD RD, NEW BRITAIN, CT 06053 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"615 HARTFORD RD, NEW BRITAIN, CT 06053 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047780,0013700000AS6cfAAD,"MONRO AUTO SERVICE AND TIRE CENTERS649 W MAIN ST, WATERBURY, CT 06702 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"649 W MAIN ST, WATERBURY, CT 06702 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047786,0013700000AS6bhAAD,"MONRO AUTO SERVICE AND TIRE CENTERS1090 ROUTE 18, EAST BRUNSWICK, NJ 08816 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"1090 ROUTE 18, EAST BRUNSWICK, NJ 08816 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047735,0013700000AS6afAAD,"MONRO AUTO SERVICE AND TIRE CENTERS37 MAIN ST, KINGSTON, MA 02364 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"37 MAIN ST, KINGSTON, MA 02364 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047733,0013700000AS6adAAD,"MONRO AUTO SERVICE AND TIRE CENTERS706 ADAMS ST, QUINCY, MA 02169 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"706 ADAMS ST, QUINCY, MA 02169 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047813,0013700000AS6MtAAL,"MONRO AUTO SERVICE AND TIRE CENTERS930 BROADWAY, EAST PROVIDENCE, RI 02914 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"930 BROADWAY, EAST PROVIDENCE, RI 02914 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047784,0013700000AS6LXAA1,"MONRO AUTO SERVICE AND TIRE CENTERS280 WESTPORT AVE, NORWALK, CT 06851 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"280 WESTPORT AVE, NORWALK, CT 06851 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047958,0013700000AS5D6AAL,"MONRO AUTO SERVICE AND TIRE CENTERS410 HOME DR, PITTSBURGH, PA 15275 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"410 HOME DR, PITTSBURGH, PA 15275 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000334232,0013700000AS1hWAAT,"MONRO AUTO SERVICE AND TIRE CENTERS12513 EDINBORO RD, EDINBORO, PA 16412 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"12513 EDINBORO RD, EDINBORO, PA 16412 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000047983,0013700000AS1I3AAL,"MONRO AUTO SERVICE AND TIRE CENTERSPARK AVENUE PLAZA, MEADVILLE, PA 16335 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"PARK AVENUE PLAZA, MEADVILLE, PA 16335 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:58 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000693465,0013700000Z8TCXAA3,"MR. TIRE AUTO SERVICE CENTERS6740 FRANKFORD AVE, PHILADELPHIA, PA 19135 US",MR. TIRE AUTO SERVICE CENTERS,,"6740 FRANKFORD AVE, PHILADELPHIA, PA 19135 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:59 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000687968,0013700000KbMTuAAN,"MR. TIRE AUTO SERVICE CENTERS2605 RIVERSIDE DRIVE, DANVILLE, VA 24540 US",MR. TIRE AUTO SERVICE CENTERS,,"2605 RIVERSIDE DRIVE, DANVILLE, VA 24540 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:59 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000664097,0013700000ASKUaAAP,"MR. TIRE AUTO SERVICE CENTERS480 S DELSEA DR, VINELAND, NJ 08360 US",MR. TIRE AUTO SERVICE CENTERS,,"480 S DELSEA DR, VINELAND, NJ 08360 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:59 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000575283,0013700000ASJpZAAX,"MR. TIRE AUTO SERVICE CENTERS2680 MOSSIDE BLVD, MONROEVILLE, PA 15146-3312 US",MR. TIRE AUTO SERVICE CENTERS,,"2680 MOSSIDE BLVD, MONROEVILLE, PA 15146-3312 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:59 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000649174,0013700000ASIjbAAH,"MR. TIRE AUTO SERVICE CENTERS4160 S FOUR MILE RUN DR STE B, ARLINGTON, VA 22206-1106 US",MR. TIRE AUTO SERVICE CENTERS,,"4160 S FOUR MILE RUN DR STE B, ARLINGTON, VA 22206-1106 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:59 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000678615,0013700000ASIB0AAP,"MR. TIRE AUTO SERVICE CENTERS524 W GENESEE ST, SYRACUSE, NY 13204 US",MR. TIRE AUTO SERVICE CENTERS,,"524 W GENESEE ST, SYRACUSE, NY 13204 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:59 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
DRIVE2024,Chris Propson,0000678610,0013700000ASIAdAAP,"MR. TIRE AUTO SERVICE CENTERS149 CLINTON AVE, CORTLAND, NY 13045 US",MR. TIRE AUTO SERVICE CENTERS,,"149 CLINTON AVE, CORTLAND, NY 13045 US",MONRO,Approved,IC DIRECT SALES,"6/27/2024, 3:59 PM",Yes,VPERK$ MONRO Promo - 2024,Automotive Svc Ctr,NORTHEAST
